tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_common,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borough,cncldist,st_assem,st_senate,nta,nta_name,latitude,longitude
170569,339194,2015-08-24,5,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,3-024 BEACH 13 STREET,11691,Far Rockaway,414,queens,31,23,10,QN15,Far Rockaway-Bayswater,40.59814997,-73.74702946
374591,207854,2015-10-25,11,0,OnCurb,alive,good,green ash,No,No,No,No,No,No,No,No,No,2875 WEST 5 STREET,11224,Brooklyn,313,brooklyn,48,46,23,BK23,West Brighton,40.57929415,-73.9721004
114608,409042,2015-08-03,12,0,OnCurb,alive,good,norway maple,Yes,No,No,No,No,No,No,No,No,450 RICHMOND HILL ROAD,10314,Staten Island,502,staten island,51,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,40.5817523,-74.15481147
25523,227376,2015-06-18,19,0,OnCurb,alive,fair,american elm,No,No,No,No,No,No,No,No,No,464 EASTERN PARKWAY,11225,Brooklyn,309,brooklyn,35,43,20,BK63,Crown Heights South,40.66980729,-73.95290802
286637,210353,2015-10-06,6,0,OnCurb,alive,fair,cherry,No,No,No,No,No,No,No,No,No,416 QUENTIN ROAD,11223,Brooklyn,315,brooklyn,44,45,22,BK25,Homecrest,40.60675927,-73.97052212
302972,229613,2015-10-09,18,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,1545 EAST 21 STREET,11210,Brooklyn,314,brooklyn,48,41,17,BK43,Midwood,40.61534777,-73.95330667
686318,231585,2016-08-29,23,0,OffsetFromCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,475 EAST 57 STREET,11203,Brooklyn,317,brooklyn,45,58,21,BK96,Rugby-Remsen Village,40.64352406,-73.92281117
566906,332789,2016-05-26,14,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,119-024 227 STREET,11411,Cambria Heights,413,queens,27,33,14,QN33,Cambria Heights,40.68937051,-73.7361108
511039,411527,2015-12-11,4,0,OnCurb,dead,unknown,unknown,No,No,No,No,No,No,No,No,No,50 SEIDMAN AVENUE,10312,Staten Island,503,staten island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,40.53887224,-74.16725405
197270,408969,2015-09-02,3,0,OnCurb,alive,poor,cherry,No,No,No,No,No,No,No,No,No,47 ROSWELL AVENUE,10314,Staten Island,502,staten island,50,63,24,SI05,New Springville-Bloomfield-Travis,40.59028933,-74.19012021
150828,503863,2015-08-16,4,0,OnCurb,alive,good,chinese elm,No,No,No,No,No,No,No,No,No,860 RIVER AVENUE,10451,Bronx,204,bronx,16,84,29,BX63,West Concourse,40.82784265,-73.92688825
362772,216895,2015-10-22,8,0,OnCurb,alive,good,japanese zelkova,Yes,No,No,No,No,No,No,No,No,73 SEIGEL STREET,11206,Brooklyn,301,brooklyn,34,53,18,BK90,East Williamsburg,40.70437998,-73.94413398
563677,227815,2016-05-21,13,0,OnCurb,alive,good,littleleaf linden,No,No,No,No,No,Yes,No,No,No,1747 57 STREET,11204,Brooklyn,312,brooklyn,44,48,17,BK88,Borough Park,40.62436308,-73.98646337
397795,229960,2015-10-29,18,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,1014 EAST 24 STREET,11210,Brooklyn,314,brooklyn,45,42,17,BK43,Midwood,40.62574204,-73.95256574
224698,229995,2015-09-14,5,0,OnCurb,alive,fair,american elm,No,No,No,No,No,No,No,No,No,1299 CONEY ISLAND AVENUE,11230,Brooklyn,314,brooklyn,44,48,17,BK43,Midwood,40.62602053,-73.96527677
538462,346953,2015-12-28,17,0,OnCurb,alive,good,red maple,Yes,No,No,No,No,No,No,No,No,60-035 76 STREET,11379,Middle Village,405,queens,30,30,15,QN21,Middle Village,40.72378814,-73.88385937
227469,413122,2015-09-15,6,0,OnCurb,alive,good,japanese zelkova,Yes,No,No,No,No,No,No,No,No,6 SMYRNA AVENUE,10312,Staten Island,503,staten island,51,62,24,SI48,Arden Heights,40.55199813,-74.1784178
673128,347488,2016-08-21,0,21,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,53-038 63 STREET,11378,Maspeth,405,queens,30,30,15,QN30,Maspeth,40.73048413,-73.90174596
721463,304787,2016-09-24,7,0,OnCurb,alive,good,japanese zelkova,No,No,No,No,No,No,Yes,No,No,85-064 144 STREET,11435,Jamaica,408,queens,24,24,14,QN35,Briarwood-Jamaica Hills,40.70866419,-73.8124383
299946,107523,2015-10-08,4,0,OnCurb,alive,fair,honeylocust,Yes,No,No,No,No,No,No,No,Yes,523 EAST 78 STREET,10075,New York,108,manhattan,5,76,28,MN31,Lenox Hill-Roosevelt Island,40.77017025,-73.94954651
642625,319892,2016-07-27,4,0,OnCurb,alive,good,american linden,No,No,No,No,No,No,No,No,No,56-028 185 STREET,11365,Fresh Meadows,411,queens,20,25,16,QN48,Auburndale,40.74265369,-73.79064091
379914,400356,2015-10-26,4,0,OnCurb,alive,good,cherry,No,No,No,No,No,No,No,No,No,660 RICHMOND ROAD,10304,Staten Island,501,staten island,49,61,23,SI08,Grymes Hill-Clifton-Fox Hills,40.6104849,-74.08901404
396927,412744,2015-10-29,11,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,Yes,No,No,369 CROWN AVENUE,10312,Staten Island,503,staten island,51,62,24,SI48,Arden Heights,40.5458713,-74.19060857
323805,343742,2015-10-14,19,0,OffsetFromCurb,alive,good,pin oak,No,No,No,No,No,No,No,No,No,109-031 46 AVENUE,11368,Corona,404,queens,21,39,13,QN25,Corona,40.74793642,-73.85442002
22405,402105,2015-06-16,2,0,OnCurb,alive,fair,american elm,No,No,No,No,No,No,No,No,No,615 OAKLAND AVENUE,10310,Staten Island,501,staten island,49,61,24,SI35,New Brighton-Silver Lake,40.62629758,-74.1092778
662414,322670,2016-08-12,3,0,OnCurb,alive,good,american linden,No,No,No,No,No,No,No,No,No,29-020 202 STREET,11360,Bayside,411,queens,19,26,11,QN46,Bayside-Bayside Hills,40.77094479,-73.78799769
43108,400992,2015-06-30,0,27,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,31 DONGAN AVENUE,10314,Staten Island,501,staten island,50,63,24,SI07,Westerleigh,40.61487506,-74.12030263
188602,108333,2015-08-30,26,0,OnCurb,alive,good,american elm,No,No,No,No,No,No,No,No,No,34 MORNINGSIDE DRIVE,10025,New York,109,manhattan,7,69,30,MN09,Morningside Heights,40.80455355,-73.96021091
138367,226525,2015-08-12,5,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,1251 PACIFIC STREET,11216,Brooklyn,308,brooklyn,36,57,25,BK61,Crown Heights North,40.67777419,-73.95113181
466033,232225,2015-11-18,11,0,OnCurb,alive,good,amur maackia,No,No,No,No,No,No,No,No,No,4618 CHURCH AVENUE,11203,Brooklyn,317,brooklyn,45,58,21,BK91,East Flatbush-Farragut,40.65151461,-73.9336372
166947,319645,2015-08-22,2,0,OnCurb,alive,good,silver linden,No,No,No,No,No,No,No,No,No,80-003 214 STREET,11427,Queens Village,411,queens,23,24,11,QN42,Oakland Gardens,40.73373018,-73.75706894
36371,224936,2015-06-26,16,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,521 47 STREET,11220,Brooklyn,307,brooklyn,38,51,20,BK34,Sunset Park East,40.64647076,-74.00795668
657310,342338,2016-08-07,11,0,OnCurb,alive,fair,green ash,No,No,No,No,No,No,Yes,No,No,105-028 DITMARS BOULEVARD,11369,East Elmhurst,403,queens,21,35,13,QN27,East Elmhurst,40.76622301,-73.86468531
113471,108446,2015-08-03,3,0,OnCurb,alive,fair,honeylocust,Yes,No,No,No,No,No,No,No,No,401 DR M L KING JR BOULEVARD,10027,New York,109,manhattan,7,70,30,MN09,Morningside Heights,40.81120949,-73.95439974
389476,311089,2015-10-27,6,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,Yes,No,No,56-051 141 STREET,11355,Flushing,407,queens,20,25,16,QN62,Queensboro Hill,40.74631351,-73.82426107
398939,508457,2015-10-29,19,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,Yes,No,No,2320 POWELL AVENUE,10462,Bronx,209,bronx,18,87,34,BX59,Westchester-Unionport,40.83168348,-73.84692438
565415,328718,2016-05-24,18,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,No,No,No,110-031 194 STREET,11412,Saint Albans,412,queens,27,33,14,QN08,St. Albans,40.70322802,-73.76245728
463822,405635,2015-11-17,24,0,OnCurb,alive,good,sweetgum,No,No,No,No,No,No,No,No,No,220 BEACH AVENUE,10306,Staten Island,502,staten island,50,64,24,SI45,New Dorp-Midland Beach,40.56958351,-74.1171672
78914,217745,2015-07-19,26,0,OnCurb,alive,good,pin oak,Yes,No,No,No,No,No,No,No,No,426 RODNEY STREET,11211,Brooklyn,301,brooklyn,34,53,18,BK73,North Side-South Side,40.7121991,-73.95400168
721910,329314,2016-09-25,10,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,90-027 170 STREET,11432,Jamaica,412,queens,27,29,14,QN61,Jamaica,40.70790703,-73.79024779
261957,338445,2015-09-26,2,0,OffsetFromCurb,alive,good,eastern redcedar,No,No,No,No,No,No,No,No,No,7800 SHORE FRONT PARKWAY,11693,Far Rockaway,414,queens,32,23,15,QN12,Hammels-Arverne-Edgemere,40.58709321,-73.80424141
293714,217539,2015-10-07,8,0,OnCurb,alive,good,japanese zelkova,Yes,No,No,No,No,No,No,No,No,364 SOUTH 1 STREET,11211,Brooklyn,301,brooklyn,34,53,18,BK73,North Side-South Side,40.71040221,-73.95230961
97970,342742,2015-07-27,3,0,OnCurb,alive,poor,pin oak,No,No,No,No,No,No,No,No,Yes,90-005 56 AVENUE,11373,Elmhurst,404,queens,25,35,16,QN29,Elmhurst,40.7354334,-73.87246076
455973,405597,2015-11-14,3,0,OnCurb,alive,good,maple,No,No,No,No,No,No,No,No,No,1183 FR CAPODANNO BOULEVARD,10306,Staten Island,502,staten island,50,64,24,SI45,New Dorp-Midland Beach,40.56919974,-74.09193642
564960,333247,2016-05-24,25,0,OnCurb,alive,good,pin oak,No,No,No,No,No,No,No,No,No,115-054 FRANCIS LEWIS BOULEVARD,11411,Cambria Heights,413,queens,27,33,14,QN33,Cambria Heights,40.69811353,-73.74696442
548074,213010,2016-02-22,6,0,OnCurb,alive,good,pin oak,No,No,No,Yes,No,No,Yes,No,No,1238 EAST 32 STREET,11210,Brooklyn,318,brooklyn,45,42,17,BK58,Flatlands,40.62124088,-73.94392543
208804,107239,2015-09-08,11,0,OnCurb,alive,fair,callery pear,No,No,Yes,No,No,No,No,No,No,1264 2 AVENUE,10065,New York,108,manhattan,5,76,28,MN31,Lenox Hill-Roosevelt Island,40.76521716,-73.96083474
480420,408703,2015-11-24,21,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,64 OLIVER PLACE,10314,Staten Island,502,staten island,50,63,24,SI05,New Springville-Bloomfield-Travis,40.61180557,-74.16659702
634567,306439,2016-07-20,19,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,No,No,No,73-003 186 STREET,11366,Fresh Meadows,408,queens,24,25,11,QN41,Fresh Meadows-Utopia,40.73241351,-73.78465244
523546,602362,2015-12-16,6,0,OnCurb,alive,good,american elm,No,No,No,No,No,No,No,No,No,445 RIVERSIDE DRIVE,10024,New York,109,manhattan,7,69,31,MN09,Morningside Heights,40.80923822,-73.96567933
432259,215098,2015-11-05,15,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,Yes,No,No,10575 AVENUE K,11236,Brooklyn,318,brooklyn,46,58,19,BK50,Canarsie,40.64555472,-73.88914031
284378,334867,2015-10-05,7,0,OnCurb,alive,good,purple-leaf plum,No,No,No,No,No,No,No,No,No,90-017 219 STREET,11428,Queens Village,413,queens,23,33,14,QN34,Queens Village,40.72597472,-73.74173861
27806,105388,2015-06-20,11,0,OnCurb,alive,good,ginkgo,No,No,No,No,No,No,No,No,No,135 EAST 19 STREET,10003,New York,106,manhattan,2,74,28,MN21,Gramercy,40.73677316,-73.98576724
122314,345403,2015-08-06,11,0,OnCurb,alive,poor,norway maple,Yes,No,No,No,No,No,No,No,No,60-027 MADISON STREET,11385,Ridgewood,405,queens,30,37,15,QN20,Ridgewood,40.70663545,-73.89928289
372704,220044,2015-10-24,0,15,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,151 NAVY WALK,11201,Brooklyn,302,brooklyn,35,57,25,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.69357127,-73.97976512
618926,204104,2016-07-08,22,0,OffsetFromCurb,alive,good,pin oak,No,No,No,No,No,No,No,Yes,No,90 85 STREET,11209,Brooklyn,310,brooklyn,43,46,22,BK31,Bay Ridge,40.62578976,-74.0365814
473209,401863,2015-11-19,6,0,OnCurb,alive,good,red maple,No,No,No,No,No,No,No,No,No,449 LISK AVENUE,10303,Staten Island,501,staten island,49,63,23,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,40.62270062,-74.16417269
592823,346946,2016-06-18,7,0,OnCurb,alive,good,littleleaf linden,No,No,No,No,No,No,Yes,No,No,77-022 CALDWELL AVENUE,11379,Middle Village,405,queens,30,30,15,QN21,Middle Village,40.72500385,-73.88275282
151422,348710,2015-08-16,4,0,OnCurb,alive,good,ginkgo,No,No,No,No,No,No,No,No,No,63-084 FITCHETT STREET,11374,Rego Park,406,queens,29,28,15,QN18,Rego Park,40.72333409,-73.86612512
191847,223672,2015-08-31,7,0,OffsetFromCurb,alive,fair,norway maple,Yes,No,No,No,No,No,No,No,No,557 CLINTON STREET,11231,Brooklyn,306,brooklyn,39,52,25,BK33,Carroll Gardens-Columbia Street-Red Hook,40.67662097,-74.00103402
37802,344645,2015-06-28,2,0,OnCurb,alive,good,american linden,No,No,No,No,No,No,No,No,No,60-039 70 AVENUE,11385,Ridgewood,405,queens,30,37,15,QN20,Ridgewood,40.70198906,-73.89744269
161713,406617,2015-08-20,6,0,OnCurb,dead,unknown,unknown,No,No,No,No,No,No,No,No,No,351 KLONDIKE AVENUE,10314,Staten Island,502,staten island,50,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,40.58494789,-74.14971895
431714,504977,2015-11-05,3,0,OnCurb,alive,good,river birch,No,No,No,No,No,No,No,No,No,1810 BATHGATE AVENUE,10457,Bronx,206,bronx,15,86,33,BX01,Claremont-Bathgate,40.8446808,-73.89816143
51340,306817,2015-07-06,16,0,OnCurb,alive,fair,green ash,Yes,No,No,No,No,No,Yes,No,No,61-025 166 STREET,11365,Fresh Meadows,408,queens,24,25,16,QN38,Pomonok-Flushing Heights-Hillcrest,40.73765111,-73.80269136
229654,229730,2015-09-16,16,0,OnCurb,alive,good,northern red oak,Yes,No,No,No,No,No,No,No,No,1917 AVENUE N,11230,Brooklyn,314,brooklyn,48,42,17,BK43,Midwood,40.61616948,-73.95502644
692421,304930,2016-09-01,4,0,OnCurb,alive,good,cherry,No,No,No,No,No,No,No,No,No,85-035 161 STREET,11432,Jamaica,408,queens,24,24,11,QN35,Briarwood-Jamaica Hills,40.71142424,-73.80351361
414137,323093,2015-11-02,30,0,OnCurb,alive,poor,silver maple,Yes,No,No,No,No,No,No,No,No,235-022 28 AVENUE,11363,Little Neck,411,queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,40.77999305,-73.75270849
690813,314272,2016-08-31,22,0,OnCurb,alive,good,silver maple,No,No,No,No,No,No,No,No,No,163-028 20 AVENUE,11357,Whitestone,407,queens,19,26,11,QN47,Ft. Totten-Bay Terrace-Clearview,40.7800542,-73.79926844
69741,212356,2015-07-15,24,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,3405 AVENUE R,11234,Brooklyn,318,brooklyn,46,59,22,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,40.61223689,-73.93629791
273775,415956,2015-10-01,6,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,32 CARLIN STREET,10309,Staten Island,503,staten island,51,62,24,SI11,Charleston-Richmond Valley-Tottenville,40.53861482,-74.23272709
206529,342909,2015-09-06,15,0,OnCurb,alive,fair,honeylocust,Yes,No,No,No,No,No,No,No,No,57-002 100 STREET,11368,Corona,404,queens,21,35,13,QN25,Corona,40.73802244,-73.8588216
639353,309607,2016-07-24,4,0,OnCurb,alive,good,hawthorn,No,No,No,No,Yes,Yes,Yes,No,No,120-005 ATLANTIC AVENUE,11418,Richmond Hill,409,queens,29,24,14,QN54,Richmond Hill,40.69459037,-73.82664864
684735,316477,2016-08-27,17,0,OnCurb,alive,good,silver maple,Yes,No,No,No,No,No,No,No,No,163-038 92 STREET,11414,Howard Beach,410,queens,32,23,15,QN57,Lindenwood-Howard Beach,40.65133694,-73.83902303
648075,320646,2016-08-01,1,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,171-052 COURTNEY AVENUE,11358,Flushing,411,queens,20,25,11,QN48,Auburndale,40.75114604,-73.7927494
162858,406971,2015-08-20,2,0,OnCurb,alive,good,eastern redcedar,No,No,No,No,No,No,No,No,No,155 MONAHAN AVENUE,10314,Staten Island,502,staten island,50,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,40.5898429,-74.15180543
288617,413957,2015-10-06,12,0,OnCurb,alive,fair,norway maple,No,No,No,No,No,No,Yes,No,No,3 MC KEE AVENUE,10308,Staten Island,503,staten island,51,64,24,SI54,Great Kills,40.54578553,-74.14181399
422983,200719,2015-11-03,4,0,OnCurb,alive,poor,tulip-poplar,No,No,No,No,No,No,No,No,No,816 WARWICK STREET,11207,Brooklyn,305,brooklyn,42,60,19,BK82,East New York,40.66288418,-73.88206973
341699,210216,2015-10-17,13,0,OnCurb,alive,good,crab apple,No,No,No,No,No,No,Yes,No,No,1878 EAST 19 STREET,11229,Brooklyn,315,brooklyn,48,41,17,BK44,Madison,40.604387,-73.95364383
257938,503004,2015-09-25,15,0,OnCurb,alive,good,japanese tree lilac,No,No,No,No,No,No,No,No,No,1001 FINDLAY AVENUE,10456,Bronx,204,bronx,16,77,32,BX14,East Concourse-Concourse Village,40.82861421,-73.91485421
429652,402038,2015-11-04,6,0,OnCurb,alive,good,cherry,No,No,No,No,No,No,Yes,No,No,37 TOMPKINS STREET,10304,Staten Island,501,staten island,49,61,23,SI37,Stapleton-Rosebank,40.6245698,-74.07703319
489310,415320,2015-12-01,22,0,OnCurb,alive,good,sweetgum,No,No,No,No,No,No,No,No,No,352 8 STREET,10306,Staten Island,503,staten island,50,64,24,SI25,Oakwood-Oakwood Beach,40.56576669,-74.12276862
118686,103639,2015-08-04,2,0,OnCurb,alive,good,london planetree,No,No,No,No,No,No,No,No,No,418 WEST 25 STREET,10001,New York,104,manhattan,3,75,27,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,40.74823985,-74.00165753
156602,338067,2015-08-18,2,0,OnCurb,alive,good,spruce,No,No,No,No,No,No,No,No,No,127-015 ROCKAWAY BEACH BOULEVARD,11694,Rockaway Park,414,queens,32,23,15,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,40.57645167,-73.84678391
224246,415347,2015-09-14,9,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,268 WILDER AVENUE,10306,Staten Island,503,staten island,50,62,24,SI25,Oakwood-Oakwood Beach,40.5664269,-74.13364898
610106,305379,2016-06-30,7,0,OnCurb,alive,good,'schubert' chokecherry,No,No,No,No,No,No,No,No,No,82-018 167 STREET,11432,Jamaica,408,queens,24,24,14,QN38,Pomonok-Flushing Heights-Hillcrest,40.71937494,-73.79980898
89359,106420,2015-07-23,3,0,OnCurb,alive,good,scots pine,No,No,No,No,No,No,No,No,No,221 WEST 78 STREET,10024,New York,107,manhattan,6,67,29,MN12,Upper West Side,40.7828882,-73.97971405
661454,320398,2016-08-11,28,0,OnCurb,alive,good,silver maple,No,No,No,No,No,No,No,No,No,56-044 210 STREET,11364,Oakland Gardens,411,queens,23,25,11,QN46,Bayside-Bayside Hills,40.74825134,-73.76794569
543306,511234,2016-01-07,7,0,OnCurb,alive,good,honeylocust,No,No,No,No,No,No,No,No,No,750 BAYCHESTER AVENUE,10475,Bronx,210,bronx,12,82,36,BX13,Co-op City,40.87449405,-73.83392113
266020,227792,2015-09-28,21,0,OnCurb,alive,good,london planetree,Yes,No,No,No,No,No,No,No,No,1139 EAST 2 STREET,11230,Brooklyn,312,brooklyn,44,48,17,BK46,Ocean Parkway South,40.62253693,-73.97434277
161635,230925,2015-08-20,18,0,OnCurb,alive,good,chinese elm,No,No,No,No,No,No,No,No,No,470 OCEAN AVENUE,11226,Brooklyn,314,brooklyn,40,42,21,BK42,Flatbush,40.65147345,-73.96137607
308712,232296,2015-10-10,3,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,3802 CHURCH AVENUE,11203,Brooklyn,317,brooklyn,45,58,21,BK91,East Flatbush-Farragut,40.65100997,-73.94181383
254636,335325,2015-09-24,13,0,OnCurb,alive,good,green ash,No,No,No,No,No,No,No,No,No,246-032 86 ROAD,11426,Bellerose,413,queens,23,33,11,QN43,Bellerose,40.73063953,-73.72039291
323697,404543,2015-10-14,4,0,OnCurb,alive,good,american elm,No,No,No,No,No,No,No,No,No,800 POST AVENUE,10310,Staten Island,501,staten island,49,61,23,SI22,West New Brighton-New Brighton-St. George,40.63088285,-74.12747283
558383,324417,2016-05-13,4,0,OnCurb,alive,good,ginkgo,No,No,No,No,No,No,No,No,No,133-018 145 STREET,11436,Jamaica,412,queens,28,32,10,QN76,Baisley Park,40.66845809,-73.79467043
149549,216398,2015-08-16,20,0,OnCurb,alive,good,sophora,Yes,No,No,No,No,No,No,No,No,98 HURON STREET,11222,Brooklyn,301,brooklyn,33,50,18,BK76,Greenpoint,40.73269707,-73.95765596
232081,103203,2015-09-16,0,22,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,27 ST MARKS PLACE,10003,New York,103,manhattan,2,66,27,MN22,East Village,40.72898897,-73.9884928
693643,231869,2016-09-02,10,0,OnCurb,alive,good,green ash,No,No,No,No,No,No,No,No,No,272 EAST 86 STREET,11236,Brooklyn,317,brooklyn,45,58,21,BK96,Rugby-Remsen Village,40.64633176,-73.91785656
15821,403954,2015-06-10,17,0,OnCurb,alive,good,london planetree,Yes,No,No,No,No,No,No,No,No,91 MARION AVENUE,10304,Staten Island,501,staten island,49,61,23,SI08,Grymes Hill-Clifton-Fox Hills,40.62902369,-74.0840146
632001,322271,2016-07-19,25,0,OnCurb,alive,good,pin oak,No,No,No,No,No,No,No,No,No,254-009 HORACE HARDING EXPRESSWAY SR N,11362,Little Neck,411,queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,40.76395032,-73.72665074
643504,321586,2016-07-28,10,0,OnCurb,alive,poor,norway maple,No,No,No,No,No,No,No,No,No,60-058 LITTLE NECK PARKWAY,11362,Little Neck,411,queens,23,26,11,QN45,Douglas Manor-Douglaston-Little Neck,40.75881243,-73.7226182
312645,335469,2015-10-12,7,0,OnCurb,alive,fair,red maple,No,No,No,No,No,No,No,No,No,258-019 87 AVENUE,11001,Floral Park,413,queens,23,33,11,QN44,Glen Oaks-Floral Park-New Hyde Park,40.73172959,-73.70729069
17029,223288,2015-06-10,3,0,OnCurb,alive,poor,honeylocust,Yes,No,No,No,No,No,No,No,No,220 6 STREET,11215,Brooklyn,306,brooklyn,39,52,20,BK37,Park Slope-Gowanus,40.67292693,-73.98893801
466076,403797,2015-11-18,3,0,OnCurb,alive,good,japanese tree lilac,No,No,No,No,No,No,No,No,No,162 UNION AVENUE,10303,Staten Island,501,staten island,49,61,23,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,40.63253258,-74.15819444
307054,338490,2015-10-10,3,0,OffsetFromCurb,alive,poor,honeylocust,No,No,No,No,No,No,No,No,No,7219 CATAMARAN WAY,11692,Arverne,414,queens,31,23,15,QN12,Hammels-Arverne-Edgemere,40.58842174,-73.80072967
42699,407112,2015-06-30,17,0,OnCurb,alive,good,schumard's oak,No,No,Yes,No,No,No,No,No,No,662 TRAVIS AVENUE,10314,Staten Island,502,staten island,51,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,40.59235696,-74.16129305
405576,412399,2015-10-30,4,0,OnCurb,alive,good,norway maple,No,No,No,No,No,Yes,No,No,No,630 SINCLAIR AVENUE,10312,Staten Island,503,staten island,51,62,24,SI48,Arden Heights,40.54184334,-74.19638183
67780,503854,2015-07-15,8,0,OnCurb,alive,good,common hackberry,Yes,No,No,No,No,No,Yes,No,No,1419 JESUP AVENUE,10452,Bronx,204,bronx,16,77,29,BX26,Highbridge,40.84154014,-73.9204344
502527,410625,2015-12-08,7,0,OnCurb,alive,good,eastern redbud,No,No,No,No,No,No,No,No,No,1077 HUGUENOT AVENUE,10312,Staten Island,503,staten island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,40.5279954,-74.18855488
441836,406455,2015-11-09,18,0,OnCurb,alive,good,pin oak,No,No,No,No,No,No,No,No,No,482 MASON AVENUE,10305,Staten Island,502,staten island,50,64,24,SI36,Old Town-Dongan Hills-South Beach,40.5813496,-74.09120501
399732,509806,2015-10-29,3,0,OnCurb,alive,good,sycamore maple,No,No,No,No,No,No,No,No,No,3001 BARKLEY AVENUE,10465,Bronx,210,bronx,13,82,34,BX52,Schuylerville-Throgs Neck-Edgewater Park,40.83218588,-73.82437669
488271,515929,2015-11-30,20,0,OnCurb,alive,good,norway maple,No,No,No,No,No,No,No,No,No,571 WEST 231 STREET,10463,Bronx,208,bronx,11,81,34,BX29,Spuyten Duyvil-Kingsbridge,40.88280268,-73.91292509
566379,332648,2016-05-26,6,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,130-037 217 STREET,11413,Springfield Gardens,413,queens,31,29,14,QN66,Laurelton,40.68421573,-73.74969944
228601,335205,2015-09-16,8,0,OnCurb,alive,good,callery pear,No,No,No,No,No,No,No,No,No,88-011 WINCHESTER BOULEVARD,11427,Queens Village,413,queens,23,33,11,QN43,Bellerose,40.73025684,-73.73652951
187786,406450,2015-08-29,1,0,OnCurb,alive,good,quaking aspen,No,No,No,No,No,No,No,No,No,41 COLFAX AVENUE,10306,Staten Island,502,staten island,50,62,24,SI45,New Dorp-Midland Beach,40.5810675,-74.10985517
467891,504206,2015-11-18,21,0,OnCurb,alive,good,london planetree,Yes,No,No,No,No,No,No,No,No,163 BUSH STREET,10453,Bronx,205,bronx,14,86,33,BX41,Mount Hope,40.85190106,-73.90518112
125582,110221,2015-08-07,4,0,OnCurb,dead,unknown,unknown,No,No,No,No,No,No,No,No,No,245 EAST 117 STREET,10035,New York,111,manhattan,8,68,29,MN34,East Harlem North,40.79796738,-73.93785676
213313,302168,2015-09-10,20,0,OnCurb,alive,good,japanese zelkova,Yes,No,No,No,No,No,Yes,No,No,22-070 26 STREET,11105,Astoria,401,queens,22,36,12,QN72,Steinway,40.77683133,-73.91561193
17409,342483,2015-06-11,5,0,OnCurb,alive,good,japanese zelkova,No,No,No,No,No,No,No,No,No,98-004 ASTORIA BOULEVARD,11369,East Elmhurst,403,queens,21,35,13,QN27,East Elmhurst,40.76225674,-73.87102037
356042,504373,2015-10-21,0,7,OnCurb,stump,unknown,unknown,No,No,No,No,No,No,No,No,No,2106 HARRISON AVENUE,10453,Bronx,205,bronx,14,86,33,BX36,University Heights-Morris Heights,40.85575284,-73.90885966
